File,Level,Order in file,Clean Question,Tagged Elements,Full Question,Answer
"/level2/ne/rm2-3.txt.ne","2","4","Where were flags placed around the country?","[]","4. Where were flags placed around the country?",""
"/level2/ne/rm2-3.txt.ne","2","5","Why did Frances Bellamy write the pledge?","['<ENAMEX TYPE=""PERSON"">Frances Bellamy</ENAMEX>']","5. Why did <ENAMEX TYPE=""PERSON"">Frances Bellamy</ENAMEX> write the pledge?",""
"/level2/ne/rm2-30.txt.ne","2","1","Who were the statues carved to show?","[]","1.  Who were the statues carved to show?",""
"/level2/ne/rm2-30.txt.ne","2","2","What was about to happen to the statues?","[]","2.  What was about to happen to the statues?",""
"/level2/ne/rm2-30.txt.ne","2","3","When did this story happen?","[]","3.  When did this story happen?",""
"/level2/ne/rm2-30.txt.ne","2","4","Where is the Nile River?","['<ENAMEX TYPE=""LOCATION"">Nile River</ENAMEX>']","4.  Where is the <ENAMEX TYPE=""LOCATION"">Nile River</ENAMEX>?",""
"/level2/ne/rm2-30.txt.ne","2","5","Why are the statues safe now?","[]","5.  Why are the statues safe now?",""
"/level2/ne/rm2-4.txt.ne","2","1","Who is Erik?","['<ENAMEX TYPE=""PERSON"">Erik</ENAMEX>']","1.  Who is <ENAMEX TYPE=""PERSON"">Erik</ENAMEX>?",""
"/level2/ne/rm2-4.txt.ne","2","2","What kind of animal bones do they think Erik found?","['<ENAMEX TYPE=""PERSON"">Erik</ENAMEX>']","2.  What kind of animal bones do they think <ENAMEX TYPE=""PERSON"">Erik</ENAMEX> found?",""
"/level2/ne/rm2-4.txt.ne","2","3","When did the dinosaur live?","[]","3.  When did the dinosaur live?",""
"/level2/ne/rm2-4.txt.ne","2","4","Where will the bones and teeth be kept?","[]","4.  Where will the bones and teeth be kept?",""
"/level2/ne/rm2-4.txt.ne","2","5","Why might Erik's last name be famous someday?","['<ENAMEX TYPE=""PERSON"">Erik</ENAMEX>']","5.  Why might <ENAMEX TYPE=""PERSON"">Erik</ENAMEX>'s last name be famous someday?",""
"/level2/ne/rm2-5.txt.ne","2","1","Who thought of a new machine for writing?","[]","1. Who thought of a new machine for writing?",""
"/level2/ne/rm2-5.txt.ne","2","2","What is the new machine called?","[]","2. What is the new machine called?",""
"/level2/ne/rm2-5.txt.ne","2","3","When did Mr. Sholes make the first one?","['<ENAMEX TYPE=""PERSON"">Sholes</ENAMEX>']","3. When did Mr. <ENAMEX TYPE=""PERSON"">Sholes</ENAMEX> make the first one?",""
"/level2/ne/rm2-5.txt.ne","2","4","Where did this happen?","[]","4. Where did this happen?",""
"/level2/ne/rm2-5.txt.ne","2","5","Why are the letters jumbled?","[]","5. Why are the letters jumbled?",""
"/level2/ne/rm2-6.txt.ne","2","1","Who cleaned up the creek?","[]","1.  Who cleaned up the creek?",""
"/level2/ne/rm2-6.txt.ne","2","2","What was the name of the creek?","[]","2.  What was the name of the creek?",""
"/level2/ne/rm2-6.txt.ne","2","3","When did the work begin?","[]","3.  When did the work begin?",""
"/level2/ne/rm2-6.txt.ne","2","4","Where is the bed of a creek?","[]","4.  Where is the bed of a creek?",""
"/level2/ne/rm2-6.txt.ne","2","5","Why did the kids make booklets?","[]","5.  Why did the kids make booklets?",""
"/level2/ne/rm2-7.txt.ne","2","1","Who is Alex Selkirk?","['<ENAMEX TYPE=""PERSON"">Alex Selkirk</ENAMEX>']","1. Who is <ENAMEX TYPE=""PERSON"">Alex Selkirk</ENAMEX>?",""
"/level2/ne/rm2-7.txt.ne","2","2","What did Alex eat on the island?","['<ENAMEX TYPE=""PERSON"">Alex</ENAMEX>']","2. What did <ENAMEX TYPE=""PERSON"">Alex</ENAMEX> eat on the island?",""
"/level2/ne/rm2-7.txt.ne","2","3","When was he rescued?","[]","3.  When was he rescued?",""
"/level2/ne/rm2-7.txt.ne","2","4","Where did Alex live on the island?","['<ENAMEX TYPE=""PERSON"">Alex</ENAMEX>']","4.  Where did <ENAMEX TYPE=""PERSON"">Alex</ENAMEX> live on the island?",""
"/level2/ne/rm2-7.txt.ne","2","5","Why did Alex stay on the island?","['<ENAMEX TYPE=""PERSON"">Alex</ENAMEX>']","5. Why did <ENAMEX TYPE=""PERSON"">Alex</ENAMEX> stay on the island?",""
"/level2/ne/rm2-8.txt.ne","2","1","Who might step foot on Mars by 2010?","['<ENAMEX TYPE=""LOCATION"">Mars</ENAMEX>', '<TIMEX TYPE=""DATE"">2010</TIMEX>']","1. Who might step foot on <ENAMEX TYPE=""LOCATION"">Mars</ENAMEX> by <TIMEX TYPE=""DATE"">2010</TIMEX>?",""
"/level2/ne/rm2-8.txt.ne","2","2","What will the spacecraft shoot at the moons?","[]","2. What will the spacecraft shoot at the moons?",""
"/level2/ne/rm2-8.txt.ne","2","3","When is this story taking place?","[]","3. When is this story taking place?",""
"/level2/ne/rm2-8.txt.ne","2","4","Where would you see blue sunsets?","[]","4.  Where would you see blue sunsets?",""
"/level2/ne/rm2-8.txt.ne","2","5","Why might you see three moons rising in one night on Mars?","['<ENAMEX TYPE=""LOCATION"">Mars</ENAMEX>']","5.  Why might you see three moons rising in one night on <ENAMEX TYPE=""LOCATION"">Mars</ENAMEX>?",""
"/level2/ne/rm2-9.txt.ne","2","1","Who kills Florida panthers on purpose?","['<ENAMEX TYPE=""LOCATION"">Florida</ENAMEX>']","1.  Who kills <ENAMEX TYPE=""LOCATION"">Florida</ENAMEX> panthers on purpose?",""
"/level2/ne/rm2-9.txt.ne","2","2","What is the largest land animal?","[]","2.  What is the largest land animal?",""
"/level2/ne/rm2-9.txt.ne","2","3","When will people have to start caring about saving animals?","[]","3.  When will people have to start caring about saving animals?",""
"/level2/ne/rm2-9.txt.ne","2","4","Where do the manatees live?","[]","4.  Where do the manatees live?",""
"/level2/ne/rm2-9.txt.ne","2","5","Why is the bald eagle in danger?","[]","5.  Why is the bald eagle in danger?",""
"/level2/org/rm2-1.txt","2","1","Who is Christopher Robin?","[]","1. Who is Christopher Robin?",""
"/level2/org/rm2-1.txt","2","2","What did Mr. Robin do when Chris was three years old?","[]","2. What did Mr. Robin do when Chris was three years old?",""
"/level2/org/rm2-1.txt","2","3","When was Winnie the Pooh written?","[]","3.  When was Winnie the Pooh written?",""
"/level2/org/rm2-1.txt","2","4","Where did young Chris live?","[]","4.  Where did young Chris live?",""
"/level2/org/rm2-1.txt","2","5","Why did Chris write two books of his own?","[]","5.  Why did Chris write two books of his own?",""
"/level2/org/rm2-10.txt","2","1","Who fixes the merry-go-round?","[]","1. Who fixes the merry-go-round?",""
"/level2/org/rm2-10.txt","2","2","What is another name for a merry-go-round?","[]","2. What is another name for a merry-go-round?",""
"/level2/org/rm2-10.txt","2","3","When was the first one built in the United States?","[]","3.  When was the first one built in the United States?",""
"/level2/org/rm2-10.txt","2","4","Where was the first one built in the United States?","[]","4.  Where was the first one built in the United States?",""
"/level2/org/rm2-10.txt","2","5","Why do merry-go-rounds need to be fixed?","[]","5. Why do merry-go-rounds need to be fixed?",""
"/level2/org/rm2-11.txt","2","1","Who is the captain of the sailboat?","[]","1.  Who is the captain of the sailboat?",""
"/level2/org/rm2-11.txt","2","2","What is the name of the boat?","[]","2.  What is the name of the boat?",""
"/level2/org/rm2-11.txt","2","3","When did they reach the shore?","[]","3.  When did they reach the shore?",""
"/level2/org/rm2-11.txt","2","4","Where did the trip start?","[]","4.  Where did the trip start?",""
"/level2/org/rm2-11.txt","2","5","Why did they make the trip?","[]","5.  Why did they make the trip?",""
"/level2/org/rm2-12.txt","2","1","Who is the fastest man in the world?","[]","1.  Who is the fastest man in the world?",""
"/level2/org/rm2-12.txt","2","2","What music is played when Jesse wins a gold medal?","[]","2.  What music is played when Jesse wins a gold medal?",""
"/level2/org/rm2-12.txt","2","3","When did he begin to train?","[]","3.  When did he begin to train?",""
"/level2/org/rm2-12.txt","2","4","Where did he win four medals?","[]","4.  Where did he win four medals?",""
"/level2/org/rm2-12.txt","2","5","Why was Jesse's future not bright at one time?","[]","5.  Why was Jesse's future not bright at one time?",""
"/level2/org/rm2-13.txt","2","1","Who swam from the United States to Russia?","[]","1. Who swam from the United States to Russia?",""
"/level2/org/rm2-13.txt","2","2","What did Lynne do to get ready for her swim?","[]","2. What did Lynne do to get ready for her swim?",""
"/level2/org/rm2-13.txt","2","3","When did Lynne make this swim?","[]","3.  When did Lynne make this swim?",""
"/level2/org/rm2-13.txt","2","4","Where did Lynne start her swim?","[]","4.  Where did Lynne start her swim?",""
"/level2/org/rm2-13.txt","2","5","Why did her coach go with her?","[]","5.  Why did her coach go with her?",""
"/level2/org/rm2-14.txt","2","1","Who reached the top of Mount Everest?","[]","1.  Who reached the top of Mount Everest?",""
"/level2/org/rm2-14.txt","2","2","What is another name for a mountain top?","[]","2.	What is another name for a mountain top?",""
"/level2/org/rm2-14.txt","2","3","When did the climbers reach the top?","[]","3.	When did the climbers reach the top?",""
"/level2/org/rm2-14.txt","2","4","Where is Mount Everest?","[]","4.	Where is Mount Everest?",""
"/level2/org/rm2-14.txt","2","5","Why do you think it is so hard to reach the top?","[]","5.	Why do you think it is so hard to reach the top?",""
"/level2/org/rm2-15.txt","2","1","Who had a baby at Sea World?","[]","1. Who had a baby at Sea World?",""
"/level2/org/rm2-15.txt","2","2","What is the baby's name?","[]","2.  What is the baby's name?",""
"/level2/org/rm2-15.txt","2","3","When was the baby born?","[]","3.  When was the baby born?",""
"/level2/org/rm2-15.txt","2","4","Where do these sea animals live?","[]","4.  Where do these sea animals live?",""
"/level2/org/rm2-15.txt","2","5","Why is this baby important?","[]","5. Why is this baby important?",""
"/level2/org/rm2-16.txt","2","1","Who grabbed a rope and went flying?","[]","1.  Who grabbed a rope and went flying?",""
"/level2/org/rm2-16.txt","2","2","What did he go to town to see?","[]","2.  What did he go to town to see?",""
"/level2/org/rm2-16.txt","2","3","When did this happen?","[]","3.  When did this happen?",""
"/level2/org/rm2-16.txt","2","4","Where were the men eating their lunch?","[]","4.  Where were the men eating their lunch?",""
"/level2/org/rm2-16.txt","2","5","Why does a hot air balloon need fire?","[]","5.  Why does a hot air balloon need fire?",""
"/level2/org/rm2-17.txt","2","1","Who live in dens underground?","[]","1.  Who live in dens underground?",""
"/level2/org/rm2-17.txt","2","2","What is another name for them?","[]","2.  What is another name for them?",""
"/level2/org/rm2-17.txt","2","3","When is the day to watch the groundhogs?","[]","3.  When is the day to watch the groundhogs?",""
"/level2/org/rm2-17.txt","2","4","Where are most of the groundhog homes found?","[]","4.  Where are most of the groundhog homes found?",""
"/level2/org/rm2-17.txt","2","5","Why do people watch these animals one day of the year?","[]","5.  Why do people watch these animals one day of the year?",""
"/level2/org/rm2-18.txt","2","1","Who helped the Pilgrims?","[]","1. Who helped the Pilgrims?",""
"/level2/org/rm2-18.txt","2","2","What did they eat on the first day of thanks?","[]","2. What did they eat on the first day of thanks?",""
"/level2/org/rm2-18.txt","2","3","When was the first day of thanks held?","[]","3.  When was the first day of thanks held?",""
"/level2/org/rm2-18.txt","2","4","Where did the Pilgrims live before coming to America?","[]","4.  Where did the Pilgrims live before coming to America?",""
"/level2/org/rm2-18.txt","2","5","Why were the Pilgrims sad?","[]","5. Why were the Pilgrims sad?",""
"/level2/org/rm2-19.txt","2","1","Who can see the northern lights?","[]","1. Who can see the northern lights?",""
"/level2/org/rm2-19.txt","2","2","What causes these lights?","[]","2. What causes these lights?",""
"/level2/org/rm2-19.txt","2","3","When can they be seen?","[]","3. When can they be seen?",""
"/level2/org/rm2-19.txt","2","4","Where are the northern lights?","[]","4.  Where are the northern lights?",""
"/level2/org/rm2-19.txt","2","5","Why is March 21 a special day?","[]","5.  Why is March 21 a special day?",""
"/level2/org/rm2-2.txt","2","1","Who left Joplin on October 26, 1861?","[]","1. Who left Joplin on October 26, 1861?",""
"/level2/org/rm2-2.txt","2","2","What did the Pony Express riders do?","[]","2. What did the Pony Express riders do?",""
"/level2/org/rm2-2.txt","2","3","When did the Pony Express start?","[]","3.  When did the Pony Express start?",""
"/level2/org/rm2-2.txt","2","4","Where did the riders stop for a rest?","[]","4.  Where did the riders stop for a rest?",""
"/level2/org/rm2-2.txt","2","5","Why did the Pony Express end?","[]","5.  Why did the Pony Express end?",""
"/level2/org/rm2-20.txt","2","1","Who lives in Greenland?","[]","1.  Who lives in Greenland?",""
"/level2/org/rm2-20.txt","2","2","What happens on April 21?","[]","2.  What happens on April 21?",""
"/level2/org/rm2-20.txt","2","3","When does the sun set and not rise?","[]","3. When does the sun set and not rise?",""
"/level2/org/rm2-20.txt","2","4","Where is ""the land of the midnight sun""?","[]","4. Where is ""the land of the midnight sun""?",""
"/level2/org/rm2-20.txt","2","5","Why does Greenland have strange seasons?","[]","5. Why does Greenland have strange seasons?",""
"/level2/org/rm2-21.txt","2","1","Who has offered to help with the clean-up?","[]","1.  Who has offered to help with the clean-up?",""
"/level2/org/rm2-21.txt","2","2","What animals are in trouble?","[]","2.  What animals are in trouble?",""
"/level2/org/rm2-21.txt","2","3","When should the clean-up take place?","[]","3.  When should the clean-up take place?",""
"/level2/org/rm2-21.txt","2","4","Where is the oil spill?","[]","4.  Where is the oil spill?",""
"/level2/org/rm2-21.txt","2","5","Why must the oil spill be stopped?","[]","5.  Why must the oil spill be stopped?",""
"/level2/org/rm2-22.txt","2","1","Who is writing a book?","[]","1. Who is writing a book?",""
"/level2/org/rm2-22.txt","2","2","What does the book show?","[]","2. What does the book show?",""
"/level2/org/rm2-22.txt","2","3","When did he begin the book?","[]","3. When did he begin the book?",""
"/level2/org/rm2-22.txt","2","4","Where does Noah work?","[]","4. Where does Noah work?",""
"/level2/org/rm2-22.txt","2","5","Why does Noah want to write this book?","[]","5. Why does Noah want to write this book?",""
"/level2/org/rm2-23.txt","2","1","Who made the Livermore light bulb?","[]","1. Who made the Livermore light bulb?",""
"/level2/org/rm2-23.txt","2","2","What is strange about this light?","[]","2. What is strange about this light?",""
"/level2/org/rm2-23.txt","2","3","When was the first light bulb made?","[]","3.  When was the first light bulb made?",""
"/level2/org/rm2-23.txt","2","4","Where is the longest-lasting light bulb?","[]","4.  Where is the longest-lasting light bulb?",""
"/level2/org/rm2-23.txt","2","5","Why doesn't the light bulb burn out?","[]","5. Why doesn't the light bulb burn out?",""
"/level2/org/rm2-24.txt","2","1","Who made the biggest ball in the world?","[]","1. Who made the biggest ball in the world?",""
"/level2/org/rm2-24.txt","2","2","What kind of ball did Johnson make?","[]","2.  What kind of ball did Johnson make?",""
"/level2/org/rm2-24.txt","2","3","When did Farmer Johnson start the ball?","[]","3.  When did Farmer Johnson start the ball?",""
"/level2/org/rm2-24.txt","2","4","Where can the ball be seen?","[]","4.  Where can the ball be seen?",""
"/level2/org/rm2-24.txt","2","5","Why did he move the ball outside?","[]","5.  Why did he move the ball outside?",""
"/level2/org/rm2-25.txt","2","1","Who bought a bridge?","[]","1. Who bought a bridge?",""
"/level2/org/rm2-25.txt","2","2","What is the name of the bridge?","[]","2. What is the name of the bridge?",""
"/level2/org/rm2-25.txt","2","3","When will the job of moving it be done?","[]","3. When will the job of moving it be done?",""
"/level2/org/rm2-25.txt","2","4","Where will the bridge be re-built?","[]","4. Where will the bridge be re-built?",""
"/level2/org/rm2-25.txt","2","5","Why is it hard to move a bridge?","[]","5. Why is it hard to move a bridge?",""
"/level2/org/rm2-26.txt","2","1","Who was supposed to be buried in the tomb?","[]","1. Who was supposed to be buried in the tomb?",""
"/level2/org/rm2-26.txt","2","2","What is a mummy?","[]","2. What is a mummy?",""
"/level2/org/rm2-26.txt","2","3","When did this story happen?","[]","3.  When did this story happen?",""
"/level2/org/rm2-26.txt","2","4","Where was the 10-foot-thick door found?","[]","4.  Where was the 10-foot-thick door found?",""
"/level2/org/rm2-26.txt","2","5","Why was the body gone?","[]","5. Why was the body gone?",""
"/level2/org/rm2-29.txt","2","1","Who was on a visit to his uncle?","[]","1. Who was on a visit to his uncle?",""
"/level2/org/rm2-29.txt","2","2","What did he see out the window?","[]","2. What did he see out the window?",""
"/level2/org/rm2-29.txt","2","3","When did this story happen?","[]","3.  When did this story happen?",""
"/level2/org/rm2-29.txt","2","4","Where is the town now?","[]","4.  Where is the town now?",""
"/level2/org/rm2-29.txt","2","5","Why did the people die?","[]","5. Why did the people die?",""
"/level2/org/rm2-3.txt","2","1","Who wrote the ""Pledge of Allegiance""?","[]","1. Who wrote the ""Pledge of Allegiance""?",""
"/level2/org/rm2-3.txt","2","2","What city was named after Christopher Columbus?","[]","2. What city was named after Christopher Columbus?",""
"/level2/org/rm2-3.txt","2","3","When did Columbus first see a new land?","[]","3. When did Columbus first see a new land?",""
"/level2/org/rm2-3.txt","2","4","Where were flags placed around the country?","[]","4. Where were flags placed around the country?",""
"/level2/org/rm2-3.txt","2","5","Why did Frances Bellamy write the pledge?","[]","5. Why did Frances Bellamy write the pledge?",""
"/level2/org/rm2-30.txt","2","1","Who were the statues carved to show?","[]","1.  Who were the statues carved to show?",""
"/level2/org/rm2-30.txt","2","2","What was about to happen to the statues?","[]","2.  What was about to happen to the statues?",""
"/level2/org/rm2-30.txt","2","3","When did this story happen?","[]","3.  When did this story happen?",""
"/level2/org/rm2-30.txt","2","4","Where is the Nile River?","[]","4.  Where is the Nile River?",""
"/level2/org/rm2-30.txt","2","5","Why are the statues safe now?","[]","5.  Why are the statues safe now?",""
"/level2/org/rm2-4.txt","2","1","Who is Erik?","[]","1.  Who is Erik?",""
"/level2/org/rm2-4.txt","2","2","What kind of animal bones do they think Erik found?","[]","2.  What kind of animal bones do they think Erik found?",""
"/level2/org/rm2-4.txt","2","3","When did the dinosaur live?","[]","3.  When did the dinosaur live?",""
"/level2/org/rm2-4.txt","2","4","Where will the bones and teeth be kept?","[]","4.  Where will the bones and teeth be kept?",""
"/level2/org/rm2-4.txt","2","5","Why might Erik's last name be famous someday?","[]","5.  Why might Erik's last name be famous someday?",""
"/level2/org/rm2-5.txt","2","1","Who thought of a new machine for writing?","[]","1. Who thought of a new machine for writing?",""
"/level2/org/rm2-5.txt","2","2","What is the new machine called?","[]","2. What is the new machine called?",""
"/level2/org/rm2-5.txt","2","3","When did Mr. Sholes make the first one?","[]","3. When did Mr. Sholes make the first one?",""
"/level2/org/rm2-5.txt","2","4","Where did this happen?","[]","4. Where did this happen?",""
"/level2/org/rm2-5.txt","2","5","Why are the letters jumbled?","[]","5. Why are the letters jumbled?",""
"/level2/org/rm2-6.txt","2","1","Who cleaned up the creek?","[]","1.  Who cleaned up the creek?",""
"/level2/org/rm2-6.txt","2","2","What was the name of the creek?","[]","2.  What was the name of the creek?",""
"/level2/org/rm2-6.txt","2","3","When did the work begin?","[]","3.  When did the work begin?",""
"/level2/org/rm2-6.txt","2","4","Where is the bed of a creek?","[]","4.  Where is the bed of a creek?",""
"/level2/org/rm2-6.txt","2","5","Why did the kids make booklets?","[]","5.  Why did the kids make booklets?",""
"/level2/org/rm2-7.txt","2","1","Who is Alex Selkirk?","[]","1. Who is Alex Selkirk?",""
"/level2/org/rm2-7.txt","2","2","What did Alex eat on the island?","[]","2. What did Alex eat on the island?",""
"/level2/org/rm2-7.txt","2","3","When was he rescued?","[]","3.  When was he rescued?",""
"/level2/org/rm2-7.txt","2","4","Where did Alex live on the island?","[]","4.  Where did Alex live on the island?",""
"/level2/org/rm2-7.txt","2","5","Why did Alex stay on the island?","[]","5. Why did Alex stay on the island?",""
"/level2/org/rm2-8.txt","2","1","Who might step foot on Mars by 2010?","[]","1. Who might step foot on Mars by 2010?",""
"/level2/org/rm2-8.txt","2","2","What will the spacecraft shoot at the moons?","[]","2. What will the spacecraft shoot at the moons?",""
"/level2/org/rm2-8.txt","2","3","When is this story taking place?","[]","3. When is this story taking place?",""
"/level2/org/rm2-8.txt","2","4","Where would you see blue sunsets?","[]","4.  Where would you see blue sunsets?",""
"/level2/org/rm2-8.txt","2","5","Why might you see three moons rising in one night on Mars?","[]","5.  Why might you see three moons rising in one night on Mars?",""
"/level2/org/rm2-9.txt","2","1","Who kills Florida panthers on purpose?","[]","1.  Who kills Florida panthers on purpose?",""
"/level2/org/rm2-9.txt","2","2","What is the largest land animal?","[]","2.  What is the largest land animal?",""
"/level2/org/rm2-9.txt","2","3","When will people have to start caring about saving animals?","[]","3.  When will people have to start caring about saving animals?",""
"/level2/org/rm2-9.txt","2","4","Where do the manatees live?","[]","4.  Where do the manatees live?",""
"/level2/org/rm2-9.txt","2","5","Why is the bald eagle in danger?","[]","5.  Why is the bald eagle in danger?",""
"/level2/snra/rm2-1.txt.snra","2","1","Who is Christopher Robin?","[]","1. Who is Christopher Robin?","['He is the same person that you read about in the book, Winnie the Pooh.']"
"/level2/snra/rm2-1.txt.snra","2","2","What did Mr. Robin do when Chris was three years old?","[]","2. What did Mr. Robin do when Chris was three years old?","['When Chris was three years old, his father wrote a poem about him.']"
"/level2/snra/rm2-1.txt.snra","2","3","When was Winnie the Pooh written?","[]","3.  When was Winnie the Pooh written?","['Winnie the Pooh was written in 1925.']"
"/level2/snra/rm2-1.txt.snra","2","4","Where did young Chris live?","[]","4.  Where did young Chris live?","['As a boy, Chris lived in a pretty home called Cotchfield Farm.']"
"/level2/snra/rm2-1.txt.snra","2","5","Why did Chris write two books of his own?","[]","5.  Why did Chris write two books of his own?","['They tell what it is like to be famous.']"
"/level2/snra/rm2-10.txt.snra","2","1","Who fixes the merry-go-round?","[]","1. Who fixes the merry-go-round?","['Then, workers must fix the animals.']"
"/level2/snra/rm2-10.txt.snra","2","2","What is another name for a merry-go-round?","[]","2. What is another name for a merry-go-round?","['Another name for a merry-go-round is ""carousel"" (CAR-uh-sel).']"
"/level2/snra/rm2-10.txt.snra","2","3","When was the first one built in the United States?","[]","3.  When was the first one built in the United States?","['The first merry-go-round in the United States was built in 1799.']"
"/level2/snra/rm2-10.txt.snra","2","4","Where was the first one built in the United States?","[]","4.  Where was the first one built in the United States?","['(SALEM, MASSACHUSETTS, 1899) -', 'It was built in a park in Salem.']"
"/level2/snra/rm2-10.txt.snra","2","5","Why do merry-go-rounds need to be fixed?","[]","5. Why do merry-go-rounds need to be fixed?","['In time, the weather damages the animals.']"
"/level2/snra/rm2-11.txt.snra","2","1","Who is the captain of the sailboat?","[]","1.  Who is the captain of the sailboat?","[""The captain's name is Thor.""]"
"/level2/snra/rm2-11.txt.snra","2","2","What is the name of the boat?","[]","2.  What is the name of the boat?","['The name of their boat is the Kon Tiki.']"
"/level2/snra/rm2-11.txt.snra","2","3","When did they reach the shore?","[]","3.  When did they reach the shore?","['On day 101 of the trip, they reached the shores of the South Sea Islands.']"
"/level2/snra/rm2-11.txt.snra","2","4","Where did the trip start?","[]","4.  Where did the trip start?","['The men left Peru on April 28.']"
"/level2/snra/rm2-11.txt.snra","2","5","Why did they make the trip?","[]","5.  Why did they make the trip?","['They wanted to show how, in the past, people traveled miles across the seas.']"
"/level2/snra/rm2-12.txt.snra","2","1","Who is the fastest man in the world?","[]","1.  Who is the fastest man in the world?","['Jesse Owens is the fastest man in the world.']"
"/level2/snra/rm2-12.txt.snra","2","2","What music is played when Jesse wins a gold medal?","[]","2.  What music is played when Jesse wins a gold medal?","['A band plays the ""Star-Spangled Banner.""']"
"/level2/snra/rm2-12.txt.snra","2","3","When did he begin to train?","[]","3.  When did he begin to train?","['In high school, he began to train.']"
"/level2/snra/rm2-12.txt.snra","2","4","Where did he win four medals?","[]","4.  Where did he win four medals?","['(MUNICH, GERMANY, 1936) -']"
"/level2/snra/rm2-12.txt.snra","2","5","Why was Jesse's future not bright at one time?","[]","5.  Why was Jesse's future not bright at one time?","['As a boy, he was quite sick and weak.']"
"/level2/snra/rm2-13.txt.snra","2","1","Who swam from the United States to Russia?","[]","1. Who swam from the United States to Russia?","['Today, a girl named Lynne Cox swam from the United States to Russia!']"
"/level2/snra/rm2-13.txt.snra","2","2","What did Lynne do to get ready for her swim?","[]","2. What did Lynne do to get ready for her swim?","['To get ready for this swim, Lynne swam miles each day in ice-cold water.']"
"/level2/snra/rm2-13.txt.snra","2","3","When did Lynne make this swim?","[]","3.  When did Lynne make this swim?","['(RUSSIA, July, 1987) -']"
"/level2/snra/rm2-13.txt.snra","2","4","Where did Lynne start her swim?","[]","4.  Where did Lynne start her swim?","['She left from an island in Alaska.']"
"/level2/snra/rm2-13.txt.snra","2","5","Why did her coach go with her?","[]","5.  Why did her coach go with her?","['They were ready to help if she needed it.']"
"/level2/snra/rm2-14.txt.snra","2","1","Who reached the top of Mount Everest?","[]","1.  Who reached the top of Mount Everest?","['But Hillary and Tenzing proved it can be done!']"
"/level2/snra/rm2-14.txt.snra","2","2","What is another name for a mountain top?","[]","2.	What is another name for a mountain top?","['After hours of fighting the snow and ice, they reached the top, called the summit.']"
"/level2/snra/rm2-14.txt.snra","2","3","When did the climbers reach the top?","[]","3.	When did the climbers reach the top?","['(NEPAL, 1953) -']"
"/level2/snra/rm2-14.txt.snra","2","4","Where is Mount Everest?","[]","4.	Where is Mount Everest?","['(NEPAL, 1953) -']"
"/level2/snra/rm2-14.txt.snra","2","5","Why do you think it is so hard to reach the top?","[]","5.	Why do you think it is so hard to reach the top?",""
"/level2/snra/rm2-15.txt.snra","2","1","Who had a baby at Sea World?","[]","1. Who had a baby at Sea World?","[""Baby Shamu's mother is named Kandu.""]"
"/level2/snra/rm2-15.txt.snra","2","2","What is the baby's name?","[]","2.  What is the baby's name?","['Her name is Baby Shamu.']"
"/level2/snra/rm2-15.txt.snra","2","3","When was the baby born?","[]","3.  When was the baby born?","['(ORLANDO, FLORIDA, September, 1985) -']"
"/level2/snra/rm2-15.txt.snra","2","4","Where do these sea animals live?","[]","4.  Where do these sea animals live?","['She was born in a sea animal park called Sea World.']"
"/level2/snra/rm2-15.txt.snra","2","5","Why is this baby important?","[]","5. Why is this baby important?","['Baby Shamu will be the first killer whale to grow up with people.']"
"/level2/snra/rm2-16.txt.snra","2","1","Who grabbed a rope and went flying?","[]","1.  Who grabbed a rope and went flying?","['The 12-year-old boy is named Guerin.']"
"/level2/snra/rm2-16.txt.snra","2","2","What did he go to town to see?","[]","2.  What did he go to town to see?","['He had gone into town to see a hot air balloon.']"
"/level2/snra/rm2-16.txt.snra","2","3","When did this happen?","[]","3.  When did this happen?","['(FRANCE, July 16,1843) -']"
"/level2/snra/rm2-16.txt.snra","2","4","Where were the men eating their lunch?","[]","4.  Where were the men eating their lunch?","['They were eating their lunch in a haystack.']"
"/level2/snra/rm2-16.txt.snra","2","5","Why does a hot air balloon need fire?","[]","5.  Why does a hot air balloon need fire?","['A small fire burns inside the balloon to keep it in the air.']"
"/level2/snra/rm2-17.txt.snra","2","1","Who live in dens underground?","[]","1.  Who live in dens underground?","['Groundhogs are small, furry animals.']"
"/level2/snra/rm2-17.txt.snra","2","2","What is another name for them?","[]","2.  What is another name for them?","['They are also known as woodchucks.']"
"/level2/snra/rm2-17.txt.snra","2","3","When is the day to watch the groundhogs?","[]","3.  When is the day to watch the groundhogs?","['The tale says to watch the groundhogs on February 2.']"
"/level2/snra/rm2-17.txt.snra","2","4","Where are most of the groundhog homes found?","[]","4.  Where are most of the groundhog homes found?","['Most of them live in the northern United States and Canada.']"
"/level2/snra/rm2-17.txt.snra","2","5","Why do people watch these animals one day of the year?","[]","5.  Why do people watch these animals one day of the year?","['An old folk tale says that they can tell how long the winter will last.']"
"/level2/snra/rm2-18.txt.snra","2","1","Who helped the Pilgrims?","[]","1. Who helped the Pilgrims?","['An Indian named Squanto came to help them.']"
"/level2/snra/rm2-18.txt.snra","2","2","What did they eat on the first day of thanks?","[]","2. What did they eat on the first day of thanks?",""
"/level2/snra/rm2-18.txt.snra","2","3","When was the first day of thanks held?","[]","3.  When was the first day of thanks held?","['The first day of thanks was held in 1621.']"
